"part_number","name","manufacturer","category","existing_cost","existing_msrp","existing_retail"
"82213486AB","Side Window Air Deflector - 2 Piece - Regular Cab - Tinted","RAM","Deflectors","108.00","161.00","161.00"
"82214034AC","Side Window Air Deflector - 2 Piece - Tinted","RAM","Deflectors","73.30","108.00","108.00"
"82214346","Side Window Air Deflector - 2 Piece - Tinted","RAM","Deflectors","99.15","155.00","155.00"
"82215818","Side Window Air Deflector - 4 Piece - Regular Cab - Tinted","RAM","Deflectors","108.00","161.00","161.00"
"82215819","Side Window Air Deflector - Crew-Mega Cab - Tinted","RAM","Deflectors","108.00","161.00","161.00"
"82213487AC","Side Window Air Deflectors - 4 Piece - Crew Cab","RAM","Deflectors","108.00","161.00","161.00"
"82213498AC","Side Window Air Deflectors - 4 Piece - Quad Cab","RAM","Deflectors","96.95","155.00","155.00"
"DEFLECTORS-4PIECE","Deflectors - 4 Piece - Black","Universal","Deflectors","0.01","0.02","139.99"
"DEFLECTORS-FRONT","Deflectors - Front - 2 Piece - Black","Universal","Deflectors","0.01","0.02","84.95"
"DEFLECTORS-HOOD","Deflectors - Hood  - Black","Universal","Deflectors","0.01","0.02","99.95"
"DEFLECTORS-REAR","Deflectors - Rear - 2 Piece - Black","Universal","Deflectors","0.01","0.02","84.95"
"DEFLECTORS-SUNROOF","Deflectors - Sunroof - Black","Universal","Deflectors","0.01","0.02","89.95"
"82215419AB","Door Sill Guards - Crew Cab - RAM Logo - 4 Piece - Global Black","RAM","Door Sills and Interior Illumination","217.00","300.00","300.00"
"82215703AB","Door Sill Guards - Crew Cab - RAM Logo - 4 Piece - Light Frost","RAM","Door Sills and Interior Illumination","232.00","323.00","323.00"
"82215704AB","Door Sill Guards - Crew Cab - RAM Logo - 4 Piece - Mountain Brown","RAM","Door Sills and Interior Illumination","173.00","233.00","233.00"
"82215420AB","Door Sill Guards - Quad Cab - RAM Logo - 4 Piece - Global Black","RAM","Door Sills and Interior Illumination","225.00","313.00","313.00"
"82215705AB","Door Sill Guards - Quad Cab - RAM Logo - 4 Piece - Light Frost","RAM","Door Sills and Interior Illumination","225.00","313.00","313.00"
"82215706AB","Door Sill Guards - Quad Cab - RAM Logo - 4 Piece - Mountain Brown","RAM","Door Sills and Interior Illumination","173.00","233.00","233.00"
"82212427AC","Door Sill Guards - RAM Logo - 2 Piece - Stainless Steel","RAM","Door Sills and Interior Illumination","119.00","184.00","184.00"
"82212428AC","Door Sill Guards - RAM Logo - 4 Piece - Stainless Steel","RAM","Door Sills and Interior Illumination","179.00","265.00","265.00"
"68679189AA","4-in-1 Battery Charger - CTEK CS Free","RAM","Electronics","178.00","218.00","218.00"
"82216449AC","Auxiliary Switch Kit","RAM","Electronics","402.00","505.00","505.00"
"82216450AC","Auxiliary Switch Kit","RAM","Electronics","427.00","713.00","713.00"
"68679215AA","Battery Analyzer - CTEK","RAM","Electronics","118.00","144.00","144.00"
"68679187AA","Battery Care Bundle - CTEK MXS 5.0","RAM","Electronics","109.19","139.99","139.99"
"68679186AA","Battery Charger - CTEK CT5 Powersport","RAM","Electronics","73.79","89.99","89.99"
"68679183AA","Battery Charger - CTEK D250SE","RAM","Electronics","491.99","599.99","599.99"
"68679216AA","Battery Charger - CTEK Lithium US","RAM","Electronics","102.49","124.99","124.99"
"68679201AA","Battery Charger - CTEK Multi US 7002","RAM","Electronics","172.19","209.99","209.99"
"68679172AA","Battery Charger - CTEK MUS 4.3","RAM","Electronics","127.00","155.00","155.00"
"68679179AA","Battery Charger - CTEK MXS 5.0","RAM","Electronics","98.39","119.99","119.99"
"68679185AA","Battery Charger - CTEK PRO25S","RAM","Electronics","368.99","449.99","449.99"
"68679184AA","Battery Charger - CTEK PRO25SE","RAM","Electronics","409.99","499.99","499.99"
"68679181AA","Battery Charger - CTEK Time-To-Go","RAM","Electronics","98.39","119.99","119.99"
"68679212AA","Battery Charger - CTEK US 0.8","RAM","Electronics","53.29","64.99","64.99"
"68679174AA","Battery Charger Bumper Case - CTEK","RAM","Electronics","16.39","19.99","19.99"
"68679175AA","Battery Charger Bumper Case - CTEK","RAM","Electronics","24.59","29.99","29.99"
"68679176AA","Battery Charger Bumper Case - CTEK","RAM","Electronics","49.19","59.99","59.99"
"68679214AA","Battery Charger Bumper Case - CTEK","RAM","Electronics","24.59","29.99","29.99"
"68679197AA","Battery Charger Plug - CTEK Comfort Connect","RAM","Electronics","24.59","29.99","29.99"
"68679193AA","Battery Charger Storage Case - CTEK CS","RAM","Electronics","57.39","69.99","69.99"
"68679199AA","Battery Charger Wall Hanger - CTEK 300","RAM","Electronics","32.79","39.99","39.99"
"68679173AA","Battery Charger Wall Mount - CTEK","RAM","Electronics","24.59","29.99","29.99"
"68679188AA","Battery Charger Wall Mount - CTEK CS","RAM","Electronics","49.19","59.99","59.99"
"68679177AA","Battery Sense Bluetooth Device - CTEK","RAM","Electronics","64.90","76.00","76.00"
"68679180AA","Battery Tester - CTEK Pro","RAM","Electronics","972.00","1220.00","1220.00"
"68679217AA","Cold Weather Battery Charger - CTEK MUS 4.3 Polar","RAM","Electronics","155.79","189.99","189.99"
"68719855AA","Engine Bay-Installed Wiring Kit - BCDC1240-1250 Charger - RedArc","RAM","Electronics","296.90","333.60","333.60"
"68679198AA","Extension Cable - CTEK Comfort Connect","RAM","Electronics","24.59","29.99","29.99"
"68719881AA","Folding Solar Blanket - 300 W - RedArc","RAM","Electronics","1687.82","1896.43","1896.43"
"82219081AD","In-home Vehicle Charger - Level 2","RAM","Electronics","566.00","629.00","629.00"
"82219155AC","In-Home Vehicle Charger - Level 2","RAM","Electronics","584.00","649.00","649.00"
"68722794AA","In-Vehicle Core Battery Charger Monitor and Fuse Kit Package - 25 A - RedArc","RAM","Electronics","489.00","573.60","573.60"
"68722795AA","In-Vehicle Core Battery Charger Monitor and Fuse Kit Package - 40 A - RedArc","RAM","Electronics","533.00","623.60","623.60"
"68679204AA","Indicator Clamp - CTEK Comfort","RAM","Electronics","24.59","29.99","29.99"
"68679203AA","Indicator Eyelet - CTEK Comfort","RAM","Electronics","16.39","19.99","19.99"
"68679210AA","Indicator Eyelet - CTEK Comfort","RAM","Electronics","16.39","19.99","19.99"
"68679202AA","Indicator Panel - CTEK Comfort","RAM","Electronics","40.99","49.99","49.99"
"68679205AA","Indicator Panel - CTEK Comfort","RAM","Electronics","40.99","49.99","49.99"
"68679206AA","Indicator Panel - CTEK Comfort","RAM","Electronics","10.00","11.99","11.99"
"68679207AA","Indicator Pigtail - CTEK Comfort","RAM","Electronics","16.39","19.99","19.99"
"68679213AA","Indicator Plug - CTEK Comfort","RAM","Electronics","32.79","39.99","39.99"
"68719872AA","Inverter Accessory Cable - GoBlock - RedArc","RAM","Electronics","65.50","72.80","72.80"
"68679200AA","M10 Eyelet Connector - CTEK Comfort Connect","RAM","Electronics","8.19","9.99","9.99"
"68679195AA","M6 Eyelet Connector - CTEK Comfort Connect","RAM","Electronics","8.19","9.99","9.99"
"68679196AA","M8 Eyelet Connector - CTEK Comfort Connect","RAM","Electronics","8.19","9.99","9.99"
"68679209AA","Mobile Test Station - CTEK Trolley Pro","RAM","Electronics","356.69","434.99","434.99"
"68722797AA","Monocrystalline Fixed Solar Panel - 120 W - RedArc","RAM","Electronics","507.26","576.43","576.43"
"68723766AA","Monocrystalline Fixed Solar Panel - 180 W - RedArc","RAM","Electronics","479.00","545.00","545.00"
"68722799AA","Monocrystalline Fixed Solar Panel - 50 W - RedArc","RAM","Electronics","190.00","240.39","240.39"
"68722800AA","Monocrystalline Fixed Solar Panel - 80 W - RedArc","RAM","Electronics","286.00","347.39","347.39"
