part_number,name,manufacturer,category,existing_cost,existing_msrp,existing_retail
68679175AA,Battery Charger Bumper Case - CTEK,Chrysler,Electronics,24.59,29.99,29.99
68679176AA,Battery Charger Bumper Case - CTEK,Chrysler,Electronics,49.19,59.99,59.99
68679214AA,Battery Charger Bumper Case - CTEK,Chrysler,Electronics,24.59,29.99,29.99
68679197AA,Battery Charger Plug - 12V - CTEK,Chrysler,Electronics,24.59,29.99,29.99
68679193AA,Battery Charger Storage Case - CTEK,Chrysler,Electronics,57.39,69.99,69.99
68679199AA,Battery Charger Wall Hanger - CTEK 300,Chrysler,Electronics,32.79,39.99,39.99
68679173AA,Battery Charger Wall Mount - CTEK,Chrysler,Electronics,24.59,29.99,29.99
68679188AA,Battery Charger Wall Mount - CTEK,Chrysler,Electronics,49.19,59.99,59.99
68679177AA,Battery Sense Bluetooth - CTEK,Chrysler,Electronics,64.90,76.00,76.00
68679180AA,Battery Tester - CTEK Pro,Chrysler,Electronics,972.00,1220.00,1220.00
82215938AC,Bluetooth Noise-Cancelling Headphones,Chrysler,Electronics,119.00,214.00,214.00
68679217AA,Cold Weather Battery Charger - CTEK MUS 4.3 Polar,Chrysler,Electronics,155.79,189.99,189.99
68679198AA,Extension Cable - CTEK Comfort Connect,Chrysler,Electronics,24.59,29.99,29.99
05185142AB,In-home Vehicle Charger - Level 1,Chrysler,Electronics,226.00,257.00,257.00
68722794AA,In-Vehicle Core Battery Charger Monitor and Fuse Kit Package - 25 A - RedArc,Chrysler,Electronics,489.00,573.60,573.60
68722795AA,In-Vehicle Core Battery Charger Monitor and Fuse Kit Package - 40 A - RedArc,Chrysler,Electronics,533.00,623.60,623.60
68679204AA,Indicator Clamp - CTEK Comfort,Chrysler,Electronics,24.59,29.99,29.99
68679203AA,Indicator Eyelet - CTEK Comfort,Chrysler,Electronics,16.39,19.99,19.99
68679210AA,Indicator Eyelet - CTEK Comfort,Chrysler,Electronics,16.39,19.99,19.99
68679202AA,Indicator Panel - CTEK Comfort,Chrysler,Electronics,40.99,49.99,49.99
68679205AA,Indicator Panel - CTEK Comfort,Chrysler,Electronics,40.99,49.99,49.99
68679206AA,Indicator Panel - CTEK Comfort,Chrysler,Electronics,10.00,11.99,11.99
68679207AA,Indicator Pigtail - CTEK Comfort,Chrysler,Electronics,16.39,19.99,19.99
68679213AA,Indicator Plug - CTEK Comfort,Chrysler,Electronics,32.79,39.99,39.99
68679200AA,M10 Eyelet Connector - CTEK Comfort Connect,Chrysler,Electronics,8.19,9.99,9.99
68679195AA,M6 Eyelet Connector - CTEK Comfort Connect,Chrysler,Electronics,8.19,9.99,9.99
68679196AA,M8 Eyelet Connector - CTEK Comfort Connect,Chrysler,Electronics,8.19,9.99,9.99
68679209AA,Mobile Test Station - CTEK Trolley Pro,Chrysler,Electronics,356.69,434.99,434.99
68722797AA,Monocrystalline Fixed Solar Panel - 120 W - RedArc,Chrysler,Electronics,507.26,576.43,576.43
68723766AA,Monocrystalline Fixed Solar Panel - 180 W - RedArc,Chrysler,Electronics,479.00,545.00,545.00
68722799AA,Monocrystalline Fixed Solar Panel - 50 W - RedArc,Chrysler,Electronics,190.00,240.39,240.39
68722800AA,Monocrystalline Fixed Solar Panel - 80 W - RedArc,Chrysler,Electronics,286.00,347.39,347.39
68722801AA,Monocrystalline Portable Folding Solar Panel - 120 W - RedArc,Chrysler,Electronics,343.00,411.39,411.39
68722798AA,Monocrystalline Portable Folding Solar Panel - 200 W - RedArc,Chrysler,Electronics,729.00,840.43,840.43
68707773AA,Onboard Battery Charger - SMARTPASS 120S - CTEK,Chrysler,Electronics,491.99,599.99,599.99
68679211AA,Plug Adapter - CTEK Comfort Connect,Chrysler,Electronics,6.71,7.99,7.99
68650472AA,Power Inverter Remote On-Off Controller,Chrysler,Electronics,52.55,61.80,61.80
68679208AA,Socket - 12V - CTEK,Chrysler,Electronics,24.59,29.99,29.99
68679190AA,Solar Panel Charge Kit - CTEK CS Free,Chrysler,Electronics,178.00,218.00,218.00
68679191AA,USB-C Charge Cable - CTEK CS Free,Chrysler,Electronics,49.19,59.99,59.99
68679192AA,USB-C Charge Cable Clamp - CTEK CS Free,Chrysler,Electronics,36.89,44.99,44.99
82214445,Pin Stripe Style Graphic - Black,Chrysler,Exterior Graphics,137.00,195.00,195.00
82212434,Window Applique - Mopar Logo,Chrysler,Exterior Graphics,10.85,17.45,17.45
68678831AA,License Plate Bracket,Chrysler,Factory Exterior,123.00,140.00,140.00
82214873,License Plate Frame - Chrysler Logo - Polished,Chrysler,Factory Exterior,38.85,56.20,56.20
82213249AB,License Plate Frame - No Logo - Bright Polished,Chrysler,Factory Exterior,38.85,56.20,56.20
82213250AB,License Plate Frame - Satin Black - Black polyester powder-coated,Chrysler,Factory Exterior,38.85,56.20,56.20
82215855,License Plate Frame Gift Set - Mopar Logo,Chrysler,Factory Exterior,59.25,85.20,85.20
82215857,License Plate Frame Kit - SRT Logo - Polished,Chrysler,Factory Exterior,59.25,85.20,85.20
82215850,License Plate Frame Set - Mopar Logo,Chrysler,Factory Exterior,59.25,85.20,85.20
82215848,License Plate Gift Set - SRT Logo - Black,Chrysler,Factory Exterior,59.25,85.20,85.20
68650467AA,Magnet Mount Antenna - 18.5 Inch - Black,Chrysler,Factory Exterior,43.30,51.50,51.50
68650466AA,Magnet Mount Antenna - 42 Inch - Black,Chrysler,Factory Exterior,30.90,36.00,36.00
82214234,Mopar Performance Emblem - Chrome Plated,Chrysler,Factory Exterior,35.60,52.95,52.95
1FA49403AA,Air Purifier - Philips,Chrysler,Factory Interior,114.00,230.00,230.00
82216566AC,Cargo Bin,Chrysler,Factory Interior,207.00,295.00,295.00
82214532AC,Cargo Storage Bin - Stow and Go - 2 Piece,Chrysler,Factory Interior,137.00,202.00,202.00
82208568AB,Cargo Tote - Chrysler Winged Badge - Black vinyl,Chrysler,Factory Interior,55.00,82.05,82.05
82215574,Media Center Screen Protector - 7 inch,Chrysler,Factory Interior,25.95,43.30,43.30
82215337,Media Center Screen Protector - 8.4 Inch,Chrysler,Factory Interior,21.60,30.30,30.30
82211154AB,Pedal Kit - Automatic Transmission - Bright Stainless Steel and Black Rubber Pad,Chrysler,Factory Interior,120.00,189.00,189.00
68752441AA,Pet Barrier,Chrysler,Factory Interior,114.80,132.50,132.50
68752442AA,Pet Feeding System - 16 oz - Dark Gray,Chrysler,Factory Interior,58.19,63.95,63.95
68752443AA,Pet Feeding System - 16 oz - Tan,Chrysler,Factory Interior,58.19,63.95,63.95
68752444AA,Pet Feeding System - 32 oz - Dark Gray,Chrysler,Factory Interior,78.26,86.95,86.95
68752445AA,Pet Feeding System - 32 oz - Tan,Chrysler,Factory Interior,78.26,86.95,86.95
68752446AA,Pet Feeding System - 64 oz - Dark Gray,Chrysler,Factory Interior,102.56,113.95,113.95
68752454AA,Pet Feeding System - 64 oz - Tan,Chrysler,Factory Interior,102.56,113.95,113.95
68752455AA,Pet Ramp,Chrysler,Factory Interior,128.96,149.95,149.95
68711710AA,Road Side Safety Kit - 24 pack,Chrysler,Factory Interior,2303.00,2878.80,2878.80
82213499AB,Roadside Safety Kit - Mopar Logo,Chrysler,Factory Interior,108.00,170.00,170.00
82216070AA,Screen Protector - 10.1 inch,Chrysler,Factory Interior,28.10,47.65,47.65
82214515AE,All-Weather Floor Mat - 5 Piece - Chrysler Logo - Black,Chrysler,Floor Mats,225.00,303.00,303.00
82214516AE,All-Weather Floor Mat - 5 Piece - Chrysler Logo - Hybrid - Black,Chrysler,Floor Mats,225.00,303.00,303.00
82216325AA,All-Weather Floor Mat - Front - 2 Piece - Chrysler Logo - Black,Chrysler,Floor Mats,201.00,268.00,268.00
82212913AB,All-Weather Floor Mats - 3rd Row - Black,Chrysler,Floor Mats,75.20,116.00,116.00
82212254AC,All-Weather Floor Mats - 4 Piece - AWD - Black,Chrysler,Floor Mats,143.00,204.00,204.00
82216071AA,All-Weather Floor Mats - Front - 2 Piece - Chrysler Logo,Chrysler,Floor Mats,105.00,166.00,166.00
82214519AD,All-Weather Molded Cargo Mat - Chrysler Logo - Black,Chrysler,Floor Mats,86.55,132.00,132.00
82214535AB,Cargo Area Liner - 2nd Row - Black Vinyl,Chrysler,Floor Mats,155.00,223.00,223.00
82215152AC,Premium Berber Carpet Mats - 4 Piece - RWD - Black,Chrysler,Floor Mats,137.00,197.00,197.00
82214521AB,Premium Carpet Cargo Mat - Chrysler Logo - Black,Chrysler,Floor Mats,86.55,132.00,132.00
82215154AC,Premium Carpet Cargo Mat - Chrysler Logo - Black,Chrysler,Floor Mats,127.00,187.00,187.00
82215156AC,Premium Carpet Mat - 4 Piece - AWD - Chrysler logo - Black,Chrysler,Floor Mats,127.00,182.00,182.00
82214539AC,Premium Carpet Mat - 5 Piece - Chrysler Logo - Black,Chrysler,Floor Mats,225.00,303.00,303.00
82214222AB,Premium Carpet Mats - 4 Piece - Vehicle Badge Logo - Black,Chrysler,Floor Mats,127.00,182.00,182.00
82213480AB,Premium Carpet Mats - Stow n Go - 1st and 2nd Row - Black,Chrysler,Floor Mats,186.00,247.00,247.00
82213490AB,Premium Carpet Mats - Stow n Go - 3rd Row - Black,Chrysler,Floor Mats,75.20,116.00,116.00
40498SK,Cargo Liner - Behind 2nd Row Seat with Bumper Protector - Black,Weathertech,Floor Mats,174.21,204.95,235.69
40724SK,Cargo Liner - Behind 2nd Row Seat with Bumper Protector - Black,Weathertech,Floor Mats,165.71,194.95,224.19
443791IM,Floor Liner HP - 1st Row - Black,Weathertech,Floor Mats,127.46,149.95,179.94
444251IM,Floor Liner HP - 1st Row - Black,Weathertech,Floor Mats,127.46,149.95,179.94
463791IM,Floor Liner HP - 1st Row - Grey,Weathertech,Floor Mats,127.46,149.95,179.94
464251IM,Floor Liner HP - 1st Row - Grey,Weathertech,Floor Mats,127.46,149.95,179.94
453791IM,Floor Liner HP - 1st Row - Tan,Weathertech,Floor Mats,127.46,149.95,179.94
454251IM,Floor Liner HP - 1st Row - Tan,Weathertech,Floor Mats,127.46,149.95,179.94
443792IM,Floor Liner HP - 2nd Row - 2 Piece - Black,Weathertech,Floor Mats,76.46,89.95,107.94
463792IM,Floor Liner HP - 2nd Row - 2 Piece - Grey,Weathertech,Floor Mats,76.46,89.95,107.94
453792IM,Floor Liner HP - 2nd Row - 2 Piece - Tan,Weathertech,Floor Mats,76.46,89.95,107.94
68628508AA,Ball Mount Kit,Chrysler,Hitch and Accessories,111.00,131.00,131.00
82213566,Hitch Ball - 2000 lbs - Chrome,Chrysler,Hitch and Accessories,19.90,30.45,30.45
82213563,Hitch Ball - 3500 lb - 1.8 inch - Chrome,Chrysler,Hitch and Accessories,22.70,34.65,34.65
82213552,Hitch Ball Mount - Vertical,Chrysler,Hitch and Accessories,33.45,48.65,48.65
82213547,Hitch Ball Mount Adapter - 0.75 Inch Rise,Chrysler,Hitch and Accessories,33.45,48.65,48.65
82213548,Hitch Ball Mount Adapter - 2.75 inch Rise,Chrysler,Hitch and Accessories,34.55,51.85,51.85
82214543AC,Hitch Receiver - 3600 lb - 2 inch,Chrysler,Hitch and Accessories,373.00,513.00,513.00
82213168AD,Hitch Receiver - 3800 lb,Chrysler,Hitch and Accessories,368.00,493.00,493.00
82219030,Hitch Receiver Bezel,Chrysler,Hitch and Accessories,65.75,95.95,95.95
82208455AB,Hitch Receiver Plug - 2 inch - Mopar Logo,Chrysler,Hitch and Accessories,15.15,23.90,23.90
68628507AA,Integrated Trailer Brake Control,Chrysler,Hitch and Accessories,271.00,320.00,320.00
68628504AA,RV Towing Starter Kit - Curt,Chrysler,Hitch and Accessories,408.00,481.00,481.00
68628505AA,Towing Starter Kit,Chrysler,Hitch and Accessories,78.30,92.70,92.70
68628506AA,Towing Starter Kit,Chrysler,Hitch and Accessories,83.45,97.85,97.85
82213565,Trailer Hitch Ball - 5000 lb - 2 inch - Chrome,Chrysler,Hitch and Accessories,24.85,37.90,37.90
68628509AA,Trailer Hitch Receiver - Class III,Chrysler,Hitch and Accessories,216.00,254.95,254.95
82214522AD,Trailer Tow Wiring Harness,Chrysler,Hitch and Accessories,270.00,376.00,376.00
82212455AE,Trailer Tow Wiring Harness - 7 Way with 4 Way Adapter,Chrysler,Hitch and Accessories,201.00,267.00,267.00
68714725AA,Action Camera Flex Mount - SeaSucker,Chrysler,Outdoor Recreation,55.65,87.60,87.60
68714722AA,Antenna Mount - SeaSucker WeBoost,Chrysler,Outdoor Recreation,95.00,135.00,135.00
68743830AA,BBQ Wind Screen - Large - 30 Inch - Aluminum,Chrysler,Outdoor Recreation,100.05,115.00,115.00
68743829AA,BBQ Wind Screen - Medium - 24 Inch - Aluminum,Chrysler,Outdoor Recreation,78.30,90.00,90.00
68743828AA,BBQ Wind Screen - Small - 18 Inch - Aluminum,Chrysler,Outdoor Recreation,60.90,70.00,70.00
68650462AA,CB Radio,Chrysler,Outdoor Recreation,176.00,208.00,208.00
68741980AA,CB Radio - 250 GMRS,Chrysler,Outdoor Recreation,86.96,99.95,99.95
68741981AA,CB Radio - 450 GMRS,Chrysler,Outdoor Recreation,114.36,129.95,129.95
68741982AA,CB Radio - 500 GMRS,Chrysler,Outdoor Recreation,131.96,149.95,149.95
68714723AA,Heavy-Duty Flashlight and Mount - SeaSucker,Chrysler,Outdoor Recreation,84.50,123.00,123.00
68663291AA,Hi-lift Jack Mount - SeaSucker,Chrysler,Outdoor Recreation,192.00,227.00,227.00
TCXT9034,Hitch Mount Bicycle Carrier - 2 Inch Hitch - Thule,Chrysler,Outdoor Recreation,788.00,928.00,928.00
TC905800,Hitch Mount Bike Carrier - 2 Bike,Chrysler,Outdoor Recreation,333.00,392.00,392.00
68717824AA,Hitch Mount Bike Carrier - 2 Bike - 2 Inch Receiver,Chrysler,Outdoor Recreation,748.92,948.00,948.00
68717825AA,Hitch Mount Bike Carrier - 2 Bike - 2 Inch Receiver,Chrysler,Outdoor Recreation,479.20,599.00,599.00
68717828AA,Hitch Mount Bike Carrier - 2 Bike - 2 Inch Receiver,Chrysler,Outdoor Recreation,639.11,809.00,809.00
68717826AA,Hitch Mount Bike Carrier - 3 Bike - 2 Inch Receiver,Chrysler,Outdoor Recreation,559.20,699.00,699.00
68727409AA,Hitch Mount Grill - F-20 - Dual Swing,Chrysler,Outdoor Recreation,742.90,874.00,874.00
TC905600,Hitch Mount Hanging Bike Carrier - 4 Bike - Thule,Chrysler,Outdoor Recreation,394.00,465.00,465.00
68727410AA,Hitch Mounted Cargo and Utility Table - Ledge - Dual Swing,Chrysler,Outdoor Recreation,525.10,590.00,590.00
68727411AA,Hitch Mounted Cargo and Utility Table - XL Ledge - Dual Swing,Chrysler,Outdoor Recreation,472.50,525.00,525.00
68727412AA,Hitch Mounted Kitchen and Cook Station - Dual Swing,Chrysler,Outdoor Recreation,934.50,1050.00,1050.00
68714717AA,Hydraulic Jack Mount - SeaSucker,Chrysler,Outdoor Recreation,165.00,219.00,219.00
68714719AA,Light Bar Mount - SeaSucker,Chrysler,Outdoor Recreation,124.00,169.00,169.00
68714718AA,Mirror Mount - SeaSucker,Chrysler,Outdoor Recreation,63.90,97.95,97.95
68714726AA,Naked Flex Mount - SeaSucker,Chrysler,Outdoor Recreation,82.00,119.00,119.00
68663292AA,One Bike Carrier - SeaSucker Talon Max,Chrysler,Outdoor Recreation,287.00,346.00,346.00
68714727AA,Phone Mount - SeaSucker X-Grip,Chrysler,Outdoor Recreation,77.25,114.00,114.00
68625060AA,Powered Cooler - CFX3-100 - Dometic,Chrysler,Outdoor Recreation,1190.00,1399.99,1399.99
68625098AA,Powered Cooler - CFX3-25 - Dometic,Chrysler,Outdoor Recreation,736.00,866.00,866.00
68625055AA,Powered Cooler - CFX3-35,Chrysler,Outdoor Recreation,788.00,928.00,928.00
68625056AA,Powered Cooler - CFX3-45,Chrysler,Outdoor Recreation,841.00,990.00,990.00
68625058AA,Powered Cooler - Dual Zone - CFX3-75,Chrysler,Outdoor Recreation,1140.00,1345.00,1345.00
68625059AA,Powered Cooler - Dual Zone - CFX3-95 - Dometic,Chrysler,Outdoor Recreation,1270.00,1495.00,1495.00
68625057AA,Powered Cooler IM - CFX3-55IM,Chrysler,Outdoor Recreation,964.00,1135.00,1135.00
68625067AA,Powered Cooler Protective Cover - CFX3-PC100 - Dometic,Chrysler,Outdoor Recreation,127.00,149.99,149.99
68625061AA,Powered Cooler Protective Cover - CFX3-PC25 - Dometic,Chrysler,Outdoor Recreation,110.00,129.99,129.99
68625062AA,Powered Cooler Protective Cover - CFX3-PC35 - Dometic,Chrysler,Outdoor Recreation,114.00,135.00,135.00
68625063AA,Powered Cooler Protective Cover - CFX3-PC45 - Dometic,Chrysler,Outdoor Recreation,110.00,129.99,129.99
68625064AA,Powered Cooler Protective Cover - CFX3-PC55IM - Dometic,Chrysler,Outdoor Recreation,110.00,129.99,129.99
68625065AA,Powered Cooler Protective Cover - CFX3-PC75 - Dometic,Chrysler,Outdoor Recreation,131.00,155.00,155.00
68625066AA,Powered Cooler Protective Cover - CFX3-PC95 - Dometic,Chrysler,Outdoor Recreation,131.00,155.00,155.00
68717815AA,Roof Mount Bike Carrier,Chrysler,Outdoor Recreation,219.20,274.00,274.00
TC598000,Roof Mount Bike Carrier,Chrysler,Outdoor Recreation,228.00,269.00,269.00
TC859000,Roof Mount Cargo Basket - Thule,Chrysler,Outdoor Recreation,438.00,516.00,516.00
TC635701,Roof Mount Cargo Box - 16 Cubit Feet - Thule,Chrysler,Outdoor Recreation,637.00,749.95,749.95
TC635801,Roof Mount Cargo Box - 18 Cubic Feet - Thule,Chrysler,Outdoor Recreation,701.00,825.00,825.00
68717834AA,Roof Mount Kayak Carrier,Chrysler,Outdoor Recreation,243.20,304.00,304.00
68717835AA,Roof Mount Kayak Carrier,Chrysler,Outdoor Recreation,180.63,223.00,223.00
68717833AA,Roof Mount Ski Carrier - Four Pair,Chrysler,Outdoor Recreation,372.28,454.00,454.00
68717832AA,Roof Mount Ski Carrier - Six Pair,Chrysler,Outdoor Recreation,428.86,523.00,523.00
TC732600,Roof Mount Ski Carrier - Thule,Chrysler,Outdoor Recreation,349.00,411.00,411.00
TC811000,Roof Mount Surfboard Carrier - Thule,Chrysler,Outdoor Recreation,176.00,208.00,208.00
TC890000,Roof Rack Water Sport Carrier,Chrysler,Outdoor Recreation,306.00,361.00,361.00
TC895000,Roof Rack Water Sport Carrier,Chrysler,Outdoor Recreation,255.00,299.95,299.95
68714713AA,Rotopax Tank Holder - SeaSucker,Chrysler,Outdoor Recreation,207.00,269.00,269.00
68663288AA,RotopaxTank Holder - SeaSucker,Chrysler,Outdoor Recreation,130.00,149.00,149.00
68727415AA,Single Faucet Tower Kit - Clamp-On,Chrysler,Outdoor Recreation,204.00,240.00,240.00
68663294AA,Ski Rack - SeaSucker,Chrysler,Outdoor Recreation,349.00,425.00,425.00
68625118AA,Sportz SUV Tent - Napier,Chrysler,Outdoor Recreation,132.00,165.00,165.00
68625119AA,Sportz SUV Tent - Napier,Chrysler,Outdoor Recreation,338.00,423.00,423.00
68625120AA,Sportz SUV Tent - Napier,Chrysler,Outdoor Recreation,380.00,475.00,475.00
68743834AA,Tire Table - Large - Aluminum,Chrysler,Outdoor Recreation,231.36,259.95,259.95
68743832AA,Tire Table - Steel - Large,Chrysler,Outdoor Recreation,191.16,224.90,224.90
68743831AA,Tire Table - Steel - Medium,Chrysler,Outdoor Recreation,151.66,184.95,184.95
68663293AA,Two Bike Carrier - SeaSucker Bomber Max,Chrysler,Outdoor Recreation,482.00,588.00,588.00
68714720AA,Universal Off-Road Mount - SeaSucker,Chrysler,Outdoor Recreation,73.15,109.00,109.00
68714716AA,Universal Recovery Board Mount - SeaSucker,Chrysler,Outdoor Recreation,227.00,295.00,295.00
68698516AA,Vertical Party Barge - SeaSucker,Chrysler,Outdoor Recreation,216.00,258.00,258.00
68663296AA,Vertical Party Barge - SeaSucker - Black,Chrysler,Outdoor Recreation,216.00,258.00,258.00
68714724AA,Waste Band Garbage Bag Holder - Large - SeaSucker,Chrysler,Outdoor Recreation,111.00,155.00,155.00
68714721AA,Waterport Tank Mount - SeaSucker,Chrysler,Outdoor Recreation,331.00,419.00,419.00
82300778,Battery Blanket,Chrysler,Performance,49.60,73.40,73.40
82212089AB,Rust Inhibitor,Chrysler,Protection Products,50.70,73.40,73.40
06103208AA,Touch-Up Paint - Atomic Silver,Chrysler,Protection Products,9.95,16.65,16.65
04889821AB,Touch-Up Paint - Brilliant Black Crystal,Chrysler,Protection Products,11.20,18.80,18.80
06102697AB,Touch-Up Paint - Velvet Red Pearl,Chrysler,Protection Products,11.20,18.80,18.80
05163738AB,Touch-Up Paint Pen - Billet Silver Met,Chrysler,Protection Products,14.05,23.50,23.50
68154430AB,Touch-Up Paint Pen - Maximum Steel Met,Chrysler,Protection Products,13.90,23.40,23.40
06103207AA,Touch-Up Paint Pen - Silver Metallic Clear Coat,Chrysler,Protection Products,13.45,22.60,22.60
04443632AC,Touch-Up Spray Paint - Clear Top Coat,Chrysler,Protection Products,10.75,18.05,18.05
68626414AA,Touch-Up Spray Paint - Pitch Black Clear Coat,Chrysler,Protection Products,11.45,19.10,19.10
SPNEW-CERAMIC,Sunshine Package New Vehicles - CERAMIC,Dealership Packages,Protection Products,485.00,1615.00,1615.00
SPNEW-NON-CERAMIC,Sunshine Package New Vehicles - NON-CERAMIC,Dealership Packages,Protection Products,435.00,1545.00,1545.00
SPUsed-CERAMIC,Sunshine Package Used Vehicles CERAMIC,Dealership Packages,Protection Products,385.00,1065.00,1065.00
SPUsed-NON-CERAMIC,Sunshine Package Used Vehicles NON-CERAMIC,Dealership Packages,Protection Products,345.00,995.00,995.00
68663290AA,Monkey Bar - 48 inch - SeaSucker,Chrysler,Roof Racks and Cargo Carriers and Bikes,422.00,515.00,515.00
68714715AA,Monkey Bar - 60 inch - SeaSucker,Chrysler,Roof Racks and Cargo Carriers and Bikes,478.00,597.00,597.00
82214552,Roof Rack - Black,Chrysler,Roof Racks and Cargo Carriers and Bikes,402.00,546.00,546.00
82214173,Deluxe Molded Splash Guards - Brand Logo - Rear - Black,Chrysler,Splash Guards,48.50,71.20,71.20
82212245AB,Deluxe Molded Splash Guards - Front - Black,Chrysler,Splash Guards,56.10,82.05,82.05
82214174,Deluxe Molded Splash Guards - Logo - Front - Black,Chrysler,Splash Guards,48.50,71.20,71.20
82219031,Deluxe Molded Splash Guards - Rear - Black,Chrysler,Splash Guards,56.10,82.05,82.05
82214507,Deluxe Molded Splash Guards - Rear - Chrysler Logo - Black,Chrysler,Splash Guards,56.10,82.05,82.05
82203876AB-Front,Splash Guards - Flat - Front,Chrysler,Splash Guards,47.45,69.10,69.10
82203876AB,Splash Guards - Flat - Front or Rear,Chrysler,Splash Guards,47.45,69.10,69.10
82203876AB-Rear,Splash Guards - Flat - Rear,Chrysler,Splash Guards,47.45,69.10,69.10
BLACKOUT-STEPS-SUV,Blackout Step Bars - SUV,Universal,Step and Rocker Bars,0.01,0.02,0.02
